County,Covered IHIO population,N of Centers ,Province,Province - en,Best_Nearest_Hospital,Travel_Time_Minutes,Travel_Distance_Km,Center lat (administrative),Center long (administrative),SPAI index,SPAI index_30,SPAI_Normalized,SPAI_Normalized_30
فيروزآباد,94704,0.0,فارس,Fars,بیمارستان شهید حجازی شیراز,82.03,116.76,28.843889,52.570833,0.000576891989043,0.0005954620359628,3.667948599861190,11.847434850608600
قيروكارزين,54860,0.0,فارس,Fars,بیمارستان پیمانیه جهرم,91.91,78.22,28.42998,53.09516,0.0003346934122245,0.0003346934122245,2.1280209399131000,6.6591288054934600
كازرون,182796,0.0,فارس,Fars,بیمارستان دنا شیراز,102.77,117.5,29.619444,51.654167,0.0003659049598943,0.0003743039709948,2.3264677111446700,7.447228610493710
كوار,41776,0.0,فارس,Fars,بیمارستان شهید حجازی شیراز,40.2,55.75,29.2112990558848,52.6878849009951,0.0012728627731648,0.0014309506816037,8.09301449026928,28.470488378528600
گراش,38686,1.0,فارس,Fars,بیمارستان امیرالمومنین علی (ع) گراش,2.09,2.27,27.664,54.1482,0.0002951703850921,0.0002951703850921,1.8767287833465800,5.872770547921520
لارستان,167352,0.0,فارس,Fars,بیمارستان امیرالمومنین علی (ع) گراش,15.24,20.8,27.662884023685,54.3212573807363,0.0002859741570424,0.0002859741570424,1.818258060161710,5.689800507666990
لامرد,73785,0.0,فارس,Fars,بیمارستان امیرالمومنین علی (ع) گراش,130.28,150.02,27.3423771,53.1803558,2.79611270108512E-05,2.79611270108512E-05,0.1777802060315100,0.5563203203627020
مرودشت,212017,0.0,فارس,Fars,بیمارستان شهید بهشتی شیراز,37.82,45.54,29.874167,52.8025,0.0028245085293296,0.001954524631884,17.958564691870400,38.88762312565320
ممسني,82042,0.0,فارس,Fars,بیمارستان امام سجاد (ع) بویراحمد,87.78,92.01,30.1130119418711,51.5304995274798,0.0001324156936319,0.0002577036546397,0.8419148944371520,5.127324791027200
مهر,46268,0.0,فارس,Fars,بیمارستان امیرالمومنین علی (ع) گراش,157.02,190.9,27.5531,52.8805,9.6197179656307E-06,9.6197179656307E-06,0.061163322967316100,0.19139588251795500
ني ريز,78674,0.0,فارس,Fars,بیمارستان ولی عصر فسا,78.83,111.89,29.1998,54.3272,0.0002801693626399,0.0002882547452328,1.7813504797037900,5.735175558257990
آبيك,35000,0.0,قزوين,Qazvin,بیمارستان پاستور قزوین,36.29,55.27,36.0404,50.5446,0.0007961894294107,0.0007173028499495,5.0622680818914700,14.271604686253300
البرز,73693,0.0,قزوين,Qazvin,بیمارستان پاستور قزوین,14.34,16.03,36.2172428100879,50.1743407247614,0.0008255405395915,0.0007930702982406,5.248885967972070,15.779089384205900
آوج,28267,0.0,قزوين,Qazvin,بیمارستان بو علی قزوین,87.4,117.99,35.5796,49.2231,0.0002780310131703,0.0002671053307495,1.7677545967794300,5.314382468041450
بوئين زهرا,82768,0.0,قزوين,Qazvin,بیمارستان پاستور قزوین,43.43,62.23,35.766944,50.057778,0.0006564999645809,0.000630653114666,4.174105675982870,12.547603773359000
تاكستان,109230,0.0,قزوين,Qazvin,بیمارستان بو علی قزوین,27.29,37.2,36.0672,49.6961,0.0007656808378006,0.00073542339217,4.868290789771950,14.632134712433600
قزوين,272423,3.0,قزوين,Qazvin,بیمارستان بو علی قزوین,33.57,32.97,36.0881317,49.8547266,0.0007250837329756,0.0006964101393598,4.610169518148300,13.855919029377000
قم,618595,2.0,قم,Qom,بیمارستان  ولی عصر (عج) قم,6.72,4.3,34.6399443,50.8759419,0.0011151290966234,0.0011084710715623,7.09012481766219,22.05436788742500
بانه,140438,0.0,كردستان,Kurdistan,بیمارستان امیرالمومنین مراغه,173.52,217.47,35.9969,45.8853,2.16225190180342E-06,2.64169555919673E-06,0.01374785746101880,0.052559716896342600
بيجار,52898,0.0,كردستان,Kurdistan,بیمارستان توحید سنندج,113.48,142.66,35.8723,47.6027,0.0001009447811037,9.52369043004741E-05,0.6418190502642130,1.8948529896606300
دهگلان,55686,0.0,كردستان,Kurdistan,بیمارستان توحید سنندج,40.23,53.46,35.2818,47.4196,0.0004242504803522,0.0003615375410726,2.697435542448310,7.193225101212770
ديواندره,66175,0.0,كردستان,Kurdistan,بیمارستان توحید سنندج,81.01,98.15,35.913889,47.023889,0.0002134994267094,0.0001819398240607,1.3574550143589200,3.6199120718167800
سروآباد,43639,0.0,كردستان,Kurdistan,بیمارستان توحید سنندج,99.43,96.38,35.3109529746731,46.3684901000047,0.0001345597691722,9.52929873472464E-05,0.8555471844072140,1.8959688294669100
سقز,161682,0.0,كردستان,Kurdistan,بیمارستان امیرالمومنین مراغه,120.15,155.49,36.246389,46.266389,1.90673815091303E-05,2.12655367785835E-05,0.1212327032404330,0.4231034832306730
سنندج,309132,1.0,كردستان,Kurdistan,بیمارستان توحید سنندج,8.24,4.9,35.3218748,46.9861647,0.0005261987216112,0.0004484157372525,3.3456347129803700,8.9217715189798
قروه,95657,0.0,كردستان,Kurdistan,بیمارستان بوعلی همدان,55.05,84.43,35.1678934,47.8038272,0.0004741266585706,0.0004447394730451,3.0145542779088100,8.848627811975250
كامياران,77523,0.0,كردستان,Kurdistan,بیمارستان امام علی کرمانشاه,42.96,60.67,34.795556,46.935556,0.0002911645231161,0.0002825983022869,1.8512590314603000,5.622633808758570
مريوان,162049,0.0,كردستان,Kurdistan,بیمارستان توحید سنندج,103.18,112.34,35.526944,46.176389,0.0001210837480865,0.0001031850818665,0.7698650227342970,2.0529915614040000
ارزوئيه,28444,0.0,كرمان,Kerman,بیمارستان شهید محمدی بندرعباس,182.3,233.26,28.4582,56.3628,3.19774409686169E-06,3.20342781265367E-06,0.02033164128740170,0.06373605707318700
انار,13831,0.0,كرمان,Kerman,بیمارستان علی ابن ابیطالب رفسنجان,67.11,98.75,30.8734,55.2655,0.0005890289903287,0.00075817996777,3.745117112716170,15.084904210002000
بافت,41111,0.0,كرمان,Kerman,بیمارستان راضیه فیروز کرمان,113.14,158.09,29.233056,56.602222,0.0001839546735034,0.0001759965229345,1.1696059226511900,3.50166293310158
بردسير,36407,0.0,كرمان,Kerman,بیمارستان شفا کرمان,58.99,67.69,29.9275,56.572222,0.0007223019419901,0.0006902889294378,4.592482556734090,13.734130180755300
بم,97360,0.0,كرمان,Kerman,بیمارستان راضیه فیروز کرمان,133.9,189.98,29.106111,58.356944,8.50616556789323E-05,8.14651115865443E-05,0.5408322299066610,1.6208465759846400
جيرفت,172766,0.0,كرمان,Kerman,بیمارستان راضیه فیروز کرمان,171.95,234.89,28.6751124,57.7371569,1.62989443843815E-05,1.5616757451687E-05,0.10363064727780700,0.31071421066745700
رابر,16974,0.0,كرمان,Kerman,بیمارستان راضیه فیروز کرمان,128.73,171.75,29.2903,56.913,0.0001076051919432,0.0001029600650426,0.684166742860484,2.0485145805044000
راور,14286,0.0,كرمان,Kerman,بیمارستان مهرگان کرمان,90.11,131.58,31.265556,56.805556,0.0003783035013531,0.000361613227501,2.4052991278533100,7.194730973922340
رفسنجان,141081,1.0,كرمان,Kerman,بیمارستان علی ابن ابیطالب رفسنجان,3.4,2.94,30.4039,55.9863,0.0010992583140959,0.0013951103351267,6.9892164749288900,27.757401490927200
رودبارجنوب,130113,0.0,كرمان,Kerman,بیمارستان امام رضا بندرعباس,252.53,297.61,27.8872,58.5544,4.03700183193942E-08,4.04394778335376E-08,0.00025667742832820300,0.0008045921487670710
ريگان,59249,0.0,كرمان,Kerman,بیمارستان راضیه فیروز کرمان,215.17,274.88,28.6532,59.02,1.53683362536314E-06,1.47321849871969E-06,0.009771372893773840,0.029311457540816900
زرند,61794,0.0,كرمان,Kerman,بیمارستان مهرگان کرمان,59.76,84.27,30.8166,56.5729,0.0007177501206664,0.0006628881267485,4.563541529699230,13.188958188067400
سيرجان,94350,0.0,كرمان,Kerman,بیمارستان علی ابن ابیطالب رفسنجان,109.54,142.72,29.4457,55.6809,0.0002079852446755,0.00016334406936,1.3223951822676900,3.24992712062133
شهربابك,30031,0.0,كرمان,Kerman,بیمارستان علی ابن ابیطالب رفسنجان,91.62,134.29,30.116389,55.118611,0.0003431377695487,0.0004354891316545,2.1817111786619600,8.66458112158663
عنبرآباد,82459,0.0,كرمان,Kerman,بیمارستان راضیه فیروز کرمان,192.09,262.6,28.479,57.837,4.62124466049146E-06,4.44311840769846E-06,0.02938242895378800,0.08840119552480610
فارياب,34252,0.0,كرمان,Kerman,بیمارستان امام رضا بندرعباس,152.66,179.48,28.0977,57.232,1.17690605865539E-05,1.17894911223019E-05,0.07482910166900240,0.2345661344597040
فهرج,40532,0.0,كرمان,Kerman,بیمارستان راضیه فیروز کرمان,184.55,250.3,28.9459,58.885,8.63583177247078E-06,6.93259866305381E-06,0.054907656303249,0.13793240550280300
قلعه گنج,84009,0.0,كرمان,Kerman,بیمارستان امام رضا بندرعباس,167.54,195.93,27.523611,57.881111,6.02216968499899E-06,6.0326106111496E-06,0.038289678629203200,0.12002605855320900
كرمان,362631,5.0,كرمان,Kerman,بیمارستان راضیه فیروز کرمان,1.78,1.04,30.2851339509893,57.0778245321547,0.0011872987735416,0.0011352625417204,7.548988297190970,22.587416475043000
كهنوج,85408,0.0,كرمان,Kerman,بیمارستان امام رضا بندرعباس,151.96,197.0,27.9467603,57.7062572,1.21275579406554E-05,1.21486120598099E-05,0.07710847093223660,0.24171127832053200
كوهبنان,5215,0.0,كرمان,Kerman,بیمارستان مهرگان کرمان,125.82,174.51,31.4105651450939,56.2803563879179,0.0001283224090488,0.0001166241807278,0.8158892991080830,2.3203786299224900
منوجان,61095,0.0,كرمان,Kerman,بیمارستان امام رضا بندرعباس,117.53,148.89,27.3989826707832,57.4957969187369,4.4856675929893E-05,4.49347731726368E-05,0.28520413664335800,0.8940314672268180
نرماشير,46132,0.0,كرمان,Kerman,بیمارستان راضیه فیروز کرمان,167.46,227.6,28.9508241489172,58.6941929733204,2.02239065740636E-05,1.9376443957255E-05,0.1285860285997670,0.38551770483381200
اسلام آبادغرب,102025,0.0,كرمانشاه,Kermanshah,بیمارستان امام علی کرمانشاه,53.3,68.73,34.1132,46.5279,0.0002576243293883,0.0002605147987689,1.6380064487246000,5.183255891441550
پاوه,43884,0.0,كرمانشاه,Kermanshah,بیمارستان امام علی کرمانشاه,101.56,122.23,35.043,46.3553,8.78088039799697E-05,8.87315872036237E-05,0.558298928969542,1.7654218658730800
ثلاث باباجاني,35533,0.0,كرمانشاه,Kermanshah,بیمارستان امام علی کرمانشاه,122.5,125.61,34.7358371,46.1493969,4.6737250542903E-05,4.72472726457548E-05,0.2971610560489600,0.9400414312466620
جوانرود,63900,0.0,كرمانشاه,Kermanshah,بیمارستان امام علی کرمانشاه,72.33,91.45,34.8077,46.4941,0.0001798127057263,0.0001817405162125,1.1432707937237,3.6159466019729400
دالاهو,34956,0.0,كرمانشاه,Kermanshah,بیمارستان امام علی کرمانشاه,77.4,106.0,34.284167,46.242222,0.0001660473364893,0.0001679053453858,1.0557489217296300,3.3406792043606900
روانسر,43179,0.0,كرمانشاه,Kermanshah,بیمارستان امام علی کرمانشاه,52.08,68.02,34.7152,46.6518,0.0002571825098265,0.00025997838842,1.6351973068507700,5.1725833610735800
سرپل ذهاب,74858,0.0,كرمانشاه,Kermanshah,بیمارستان امام علی کرمانشاه,105.83,149.31,34.461111,45.862778,8.03908475611349E-05,7.94923889672336E-05,0.5111346705345570,1.58159688196709
سنقر,67163,0.0,كرمانشاه,Kermanshah,بیمارستان امام علی کرمانشاه,74.5,93.19,34.783611,47.600278,0.0001751773744802,0.0002043056630269,1.113798800565620,4.064907393143720
صحنه,47946,0.0,كرمانشاه,Kermanshah,بیمارستان امام علی کرمانشاه,44.36,64.99,34.4780439523753,47.6870976547344,0.000289605209572,0.0002928332423077,1.8413447285414600,5.826270275523840
قصرشيرين,15103,0.0,كرمانشاه,Kermanshah,بیمارستان امام علی کرمانشاه,125.36,178.94,34.5159031,45.5776859,4.95605224514057E-05,5.02875578262092E-05,0.31511175815699000,1.0005315690343100
كرمانشاه,639955,2.0,كرمانشاه,Kermanshah,بیمارستان امام علی کرمانشاه,3.23,2.83,34.3277,47.0778,0.0003829034029399,0.0003872201119893,2.434545854979460,7.704210801988410
كنگاور,54722,0.0,كرمانشاه,Kermanshah,بیمارستان بوعلی همدان,65.71,88.65,34.5029,47.968,0.0003618565634679,0.0003491050251206,2.3007275201107600,6.945865212798870
گيلانغرب,45665,0.0,كرمانشاه,Kermanshah,بیمارستان مصطفی خمینی ایلام,84.16,92.32,34.142222,45.920278,0.0002655655612186,0.0002711652395538,1.6884977551153200,5.395159246666110
هرسين,57819,0.0,كرمانشاه,Kermanshah,بیمارستان امام علی کرمانشاه,41.91,54.95,34.2719149,47.6046183,0.0002983597511197,0.0003016875753567,1.897007155862700,6.002437902690870
باشت,17551,0.0,كهگيلويه وبويراحمد,Kohgiluyeh and Boyer-Ahmad,بیمارستان امام سجاد (ع) بویراحمد,95.07,106.52,30.3612,51.1558,0.000110036325538,0.0001231779114417,0.6996241824410110,2.450773000968860
بهمئي,33093,0.0,كهگيلويه وبويراحمد,Kohgiluyeh and Boyer-Ahmad,بیمارستان آریا اهواز,178.44,203.9,31.0488,50.1421,9.15287383679435E-06,9.13896629162304E-06,0.05819507188870550,0.18183074856627100
بويراحمد,205478,1.0,كهگيلويه وبويراحمد,Kohgiluyeh and Boyer-Ahmad,بیمارستان امام سجاد (ع) بویراحمد,6.89,4.58,30.724586,50.8456323,0.0003835758256032,0.0004293861036011,2.4388211990875600,8.543154023153420
چرام,28062,0.0,كهگيلويه وبويراحمد,Kohgiluyeh and Boyer-Ahmad,بیمارستان امام سجاد (ع) بویراحمد,151.49,197.03,30.7523,50.7469,1.59385226619807E-05,1.78420528254715E-05,0.10133904264964600,0.35498914403351800
دنا,34830,0.0,كهگيلويه وبويراحمد,Kohgiluyeh and Boyer-Ahmad,بیمارستان امام سجاد (ع) بویراحمد,44.71,51.54,30.9516666,51.4375,0.0002925085765809,0.0003274427364406,1.859804684924010,6.514867872327930
كهگيلويه,108008,0.0,كهگيلويه وبويراحمد,Kohgiluyeh and Boyer-Ahmad,بیمارستان امام سجاد (ع) بویراحمد,129.62,176.31,30.7924,50.5629,3.74351691018996E-05,4.19060335020752E-05,0.2380173042802380,0.8337710412730230
گچساران,49741,0.0,كهگيلويه وبويراحمد,Kohgiluyeh and Boyer-Ahmad,بیمارستان امام سجاد (ع) بویراحمد,122.61,148.84,30.366,50.7936,4.78554277200413E-05,5.35707786395554E-05,0.30427056092886700,1.065855204022040
لنده,18582,0.0,كهگيلويه وبويراحمد,Kohgiluyeh and Boyer-Ahmad,بیمارستان امام سجاد (ع) بویراحمد,161.87,206.05,30.9832,50.4223,1.01449730949055E-05,1.13565823954349E-05,0.06450295820681650,0.22595289360124500
مارگون,6414,0.0,كهگيلويه وبويراحمد,Kohgiluyeh and Boyer-Ahmad,بیمارستان امام سجاد (ع) بویراحمد,68.14,82.21,30.9925,51.0824,0.0002026056096134,0.0002268027009857,1.2881908159936400,4.512513076548200
آزادشهر,52543,0.0,گلستان,Golestan,بیمارستان پیامبر اعظم گنبدکاووس,20.79,21.85,37.0872,55.1739,0.000200281129184,0.0002008617326223,1.2734114900567900,3.9963862471523500
آق قلا,117886,0.0,گلستان,Golestan,بیمارستان شفا گرگان,18.89,21.65,37.013889,54.455,0.000831660379197,0.0009041444730475,5.287796643694230,17.989043957518300
بندرگز,20662,0.0,گلستان,Golestan,بیمارستان امیر المومنین کردکوی,15.68,20.0,36.775,53.9462,0.0013100814594685,0.0008698634337707,8.329655370900670,17.306981365926900
تركمن,49186,0.0,گلستان,Golestan,بیمارستان امیر المومنین کردکوی,20.26,24.52,36.8929,54.0699,0.0011266155131117,0.0008595381206903,7.16315683418503,17.101546818224200
راميان,64277,0.0,گلستان,Golestan,بیمارستان پیامبر اعظم گنبدکاووس,27.41,31.11,37.0173,55.14,0.0001915990300684,0.0001921544646022,1.2182096604253000,3.8231446559766400
علي آباد,94129,0.0,گلستان,Golestan,بیمارستان شفا گرگان,35.84,41.7,36.9074,54.8663,0.0006041993926591,0.0006702300258618,3.8415723539814000,13.335034119312800
كردكوئ,32047,1.0,گلستان,Golestan,بیمارستان امیر المومنین کردکوی,2.13,1.77,36.7921,54.1131,0.0013547361994646,0.0009368819862671,8.613575574607390,18.64039623795880
كلاله,100113,0.0,گلستان,Golestan,بیمارستان پیامبر اعظم گنبدکاووس,37.58,37.41,37.380833,55.491667,0.0001747937012006,0.0001753004180556,1.1113593597423100,3.487813087596950
گاليكش,47615,0.0,گلستان,Golestan,بیمارستان پیامبر اعظم گنبدکاووس,30.09,28.72,37.2691,55.4283,0.0001875418509316,0.0001880855239372,1.1924136278631300,3.742188177598240
گرگان,259116,2.0,گلستان,Golestan,بیمارستان شفا گرگان,4.75,2.78,36.8456427,54.4393363,0.0008775131551613,0.0009641532908572,5.579334104072220,19.18299170989330
گميشان,59089,0.0,گلستان,Golestan,بیمارستان امیر المومنین کردکوی,41.3,44.41,37.07,54.0767,0.0007540875709327,0.0006989876865269,4.794579405693840,13.90720243670150
گنبدكاووس,242335,1.0,گلستان,Golestan,بیمارستان پیامبر اعظم گنبدکاووس,5.74,3.37,37.25,55.167222,0.0002117014642866,0.0002123151746174,1.3460233531873800,4.2242662792231900
مراوه تپه,59014,0.0,گلستان,Golestan,بیمارستان پیامبر اعظم گنبدکاووس,114.93,120.31,37.9022,55.9554,3.3959988590453E-05,3.40584366380477E-05,0.21592168892532400,0.6776336438148000
مينودشت,49028,0.0,گلستان,Golestan,بیمارستان پیامبر اعظم گنبدکاووس,24.07,21.32,37.2258,55.3719,0.0001962296786951,0.0001967985372121,1.2476518809264600,3.91554407754232
آستارا,61129,0.0,گيلان,Guilan,بیمارستان قائم (عج) اردبیل,80.12,83.89,38.429167,48.871944,0.0002283660844717,0.0002326874975635,1.4519790111547600,4.62959819676387
آستانه اشرفيه,66577,0.0,گيلان,Guilan,بیمارستان آریا رشت,39.16,36.89,37.2598022,49.9436621,0.0005648031738108,0.0005565128023165,3.5910864597255900,11.072492905973100
املش,22218,0.0,گيلان,Guilan,بیمارستان آریا رشت,72.97,72.43,37.0916334,50.1869377,0.0003236808245351,0.0003185908158038,2.0580015838405800,6.338748243009030
بندرانزلي,47234,0.0,گيلان,Guilan,بیمارستان آریا رشت,30.63,34.25,37.4724467,49.4587312,0.0005940134373479,0.0005769154426467,3.7768088259179500,11.478428024408600
خمام,24038,0.0,گيلان,Guilan,بیمارستان آریا رشت,9.95,9.59,37.3911,49.6596,0.0006913888659249,0.0006805764688198,4.395933503836250,13.54088907139600
رشت,510059,5.0,گيلان,Guilan,بیمارستان پارس رشت,6.93,3.07,37.280833,49.583056,0.000719181112468,0.000709637058315,4.572639947556970,14.119084522946400
رضوانشهر,44675,0.0,گيلان,Guilan,بیمارستان فوق تخصصی قائم رشت,52.95,58.61,37.5512,49.1399,0.0004529408275059,0.000444231114951,2.879852217789080,8.838513415024840
رودبار,40396,0.0,گيلان,Guilan,بیمارستان دکتر حشمت رشت,56.32,65.75,36.8103788726898,49.4157305029665,0.0004168295190305,0.0004035506207997,2.650252178479770,8.02912595614374
رودسر,94442,0.0,گيلان,Guilan,بیمارستان آریا رشت,73.39,72.45,37.1378415,50.2836199,0.0003208135240847,0.0003157640845479,2.0397709429716200,6.2825070179235300
سياهكل,31615,0.0,گيلان,Guilan,بیمارستان دکتر حشمت رشت,40.34,37.1,37.1544,49.8719,0.0005316452734009,0.0005252634600393,3.3802645438508600,10.450749579960900
شفت,35306,0.0,گيلان,Guilan,بیمارستان فوق تخصصی قائم رشت,19.63,20.36,37.1702,49.4019,0.0006430761313034,0.0006421127864014,4.088755330666660,12.775607753621100
صومعه سرا,65065,0.0,گيلان,Guilan,بیمارستان فوق تخصصی قائم رشت,20.14,22.29,37.311667,49.321944,0.00063973140848,0.0006387244231699,4.067489180971350,12.708192183507600
طوالش,158834,0.0,گيلان,Guilan,بیمارستان موسوی زنجان,60.25,49.26,37.0,48.4222222,0.0004254386147871,0.0004180711544466,2.704989843980860,8.318029473056560
فومن,62829,0.0,گيلان,Guilan,بیمارستان فوق تخصصی قائم رشت,20.04,23.11,37.223889,49.3125,0.0006402387618793,0.0006392575831471,4.070714994860160,12.71880004381330
لاهيجان,87431,0.0,گيلان,Guilan,بیمارستان آریا رشت,48.61,44.69,37.2069696213479,50.0034054232847,0.000499012022434,0.0004915513982187,3.1727784121895000,9.780007480586800
لنگرود,80124,0.0,گيلان,Guilan,بیمارستان آریا رشت,62.82,59.9,37.196944,50.153611,0.0003954655301192,0.0003893791536199,2.514417369359530,7.747167537285440
ماسال,39755,0.0,گيلان,Guilan,بیمارستان فوق تخصصی قائم رشت,42.34,45.79,37.3621185,49.1314769,0.0005077144705119,0.0005017589490431,3.2281096229689200,9.983099006280490
ازنا,44382,0.0,لرستان,Lorestan,بیمارستان امیرالمومنین اراک,71.77,84.64,33.455833,49.455556,0.0003874935147813,0.0003148652284074,2.4637303377277800,6.264623191715490
اليگودرز,87867,0.0,لرستان,Lorestan,بیمارستان امیرالمومنین اراک,94.48,111.74,33.400556,49.695,0.0001817820890382,0.0001842405817538,1.1557923695102800,3.6656884189720900
بروجرد,202645,1.0,لرستان,Lorestan,بیمارستان امام خمینی بروجرد,4.58,3.05,33.8942,48.767,0.0002741269457382,0.0002858795356712,1.7429320668374000,5.687917901450190
پلدختر,59505,0.0,لرستان,Lorestan,بیمارستان گنجویان دزفول,96.69,120.3,33.153611,47.713611,0.0001551387834531,0.0001552436283101,0.9863910304855220,3.088759083359790
خرم آباد,347084,2.0,لرستان,Lorestan,بیمارستان شهید مدنی خرم آباد,2.13,1.33,33.4647,48.339,0.0005496074494318,0.000561071010533,3.494470217832040,11.163183951949100
دلفان,131187,0.0,لرستان,Lorestan,بیمارستان فوق تخصصی شفا خرم آباد,66.99,82.15,34.072,47.9738,0.0002616380117228,0.0002184200909244,1.6635259233901100,4.345730946737470
دوره,41034,0.0,لرستان,Lorestan,بیمارستان امام خمینی بروجرد,49.75,58.47,33.4955028,49.0631743,0.0002930485667611,0.0003002193739474,1.8632380073882200,5.973226266190610
دورود,106574,0.0,لرستان,Lorestan,بیمارستان امام خمینی بروجرد,48.79,57.54,33.4994778250778,49.0535438100785,0.0002977803315428,0.0003050611480885,1.893323136555470,6.069559197987500
رومشكان,35231,0.0,لرستان,Lorestan,بیمارستان شهید مدنی خرم آباد,110.89,136.1,33.2834,47.5059,8.2424793528486E-05,8.31540090351052E-05,0.5240667434439330,1.6544492261667500
سلسله,58383,0.0,لرستان,Lorestan,بیمارستان فوق تخصصی شفا خرم آباد,41.2,49.75,33.8632,48.2617,0.0004327766777207,0.0004418261453694,2.7516461300347500,8.790663646752650
كوهدشت,147239,0.0,لرستان,Lorestan,بیمارستان شهید مدنی خرم آباد,67.01,89.07,33.535,47.606111,0.0002757338541908,0.0002814469969775,1.7531489839046600,5.599727202085960
آمل,221353,2.0,مازندران,Mazandaran,بیمارستان شمال آمل,7.62,5.29,36.469722,52.350833,0.0004301860550291,0.0008679631058393,2.735174639608640,17.269172051474700
بابل,300720,1.0,مازندران,Mazandaran,بیمارستان آیت اله روحانی بابل,21.38,22.51,36.7025,52.6575,0.0012541479090664,0.0009160050926294,7.974023135093430,18.225025278405000
بابلسر,69204,0.0,مازندران,Mazandaran,بیمارستان آیت اله روحانی بابل,20.6,21.83,36.7005,52.6502,0.0012559466817051,0.0009099826841007,7.9854599477150300,18.10520220257760
بهشهر,63731,0.0,مازندران,Mazandaran,بیمارستان امیر المومنین کردکوی,39.83,57.0,36.6987,53.5422,0.0009908477265722,0.0009211464612211,6.299928930171450,18.32731900286500
تنكابن,85681,0.0,مازندران,Mazandaran,بیمارستان آریا رشت,142.5,139.5,36.816389,50.873889,3.82489713614524E-05,3.75459784101498E-05,0.24319155685296300,0.7470224905226320
جويبار,42558,1.0,مازندران,Mazandaran,بیمارستان شهید فکوری جویبار,2.91,2.66,36.6394,52.9036,0.0014025125224873,0.0011099604553219,8.917343178363390,22.084000972313300
چالوس,55971,0.0,مازندران,Mazandaran,بیمارستان شمال آمل,109.69,111.05,36.6459174,51.406979,7.64958133864731E-05,0.0001275617150381,0.4863695751289810,2.5379940568372500
رامسر,36759,0.0,مازندران,Mazandaran,بیمارستان آریا رشت,117.51,119.24,36.903056,50.658333,9.60906410426538E-05,9.44236813105887E-05,0.6109558443632590,1.8786729381883200
سارئ,280564,3.0,مازندران,Mazandaran,بیمارستان حضرت فاطمه ساری,1.96,1.24,36.563333,53.06,0.0012484386339321,0.0013205698725954,7.937722877622670,26.274329153417200
سوادكوه,10792,0.0,مازندران,Mazandaran,بیمارستان ولی عصر قائم شهر,25.01,23.68,36.3040255,52.8852403,0.0019123550004838,0.0009934320471962,12.158982928673100,19.76552785373380
سوادكوه شمالي,8791,0.0,مازندران,Mazandaran,بیمارستان ولی عصر قائم شهر,25.82,24.34,36.2992,52.8874,0.0019010456411263,0.0009851819970895,12.087076662667400,19.601383163979800
سيمرغ,10703,0.0,مازندران,Mazandaran,بیمارستان شهید فکوری جویبار,11.1,12.95,36.5826,52.8117,0.0019357210118402,0.0011152141197328,12.307546837111500,22.188528957434000
عباس آباد,35908,0.0,مازندران,Mazandaran,بیمارستان شمال آمل,148.0,143.24,36.7227,51.1033,1.90091734417938E-05,2.33243691533946E-05,0.12086260935259500,0.46406643461255200
فريدونكنار,38955,0.0,مازندران,Mazandaran,بیمارستان آیت اله روحانی بابل,29.21,31.72,36.686389,52.5225,0.0009440134077531,0.000844181253049,6.002150702356320,16.79600342855110
قائم شهر,93439,1.0,مازندران,Mazandaran,بیمارستان ولی عصر قائم شهر,4.83,3.97,36.4635,52.8578,0.0020905417011622,0.0011524503724231,13.29191538688150,22.92938908148180
كلاردشت,14561,0.0,مازندران,Mazandaran,بیمارستان شمال آمل,167.61,159.42,36.498,51.1459,7.96437928082626E-06,1.22108983035443E-05,0.05063848066313230,0.24295053820641100
گلوگاه,16030,0.0,مازندران,Mazandaran,بیمارستان امیر المومنین کردکوی,21.75,31.47,36.727222,53.808889,0.0012693865453777,0.0008760646656982,8.070912216209900,17.430362348789700
محمودآباد,59830,0.0,مازندران,Mazandaran,بیمارستان شمال آمل,23.77,30.49,36.6329,52.2667,0.0003965920988154,0.0007778241108991,2.52158022852616,15.475748112488200
مياندورود,30300,0.0,مازندران,Mazandaran,بیمارستان شفا ساری,14.61,14.89,36.5955,53.21,0.0019344936304572,0.0012622180265315,12.299742998766100,25.113348850891300
نكا,57223,0.0,مازندران,Mazandaran,بیمارستان شفا ساری,22.45,25.11,36.6551,53.3033,0.0018087857149182,0.0011969452375617,11.500476963615100,23.8146680481985
نور,65548,0.0,مازندران,Mazandaran,بیمارستان شمال آمل,99.32,101.92,36.648889,51.496111,0.0001040073143503,0.0001760459475777,0.6612910047153910,3.502646295944150
نوشهر,71566,0.0,مازندران,Mazandaran,بیمارستان شمال آمل,100.56,102.44,36.6494,51.4887,0.0001004001743907,0.0001696340586313,0.6383563753296260,3.375074037808520
اراک,238881,3.0,مرکزي,Markazi,بیمارستان قدس اراک,3.58,1.46,34.091667,49.689167,0.0010132392447234,0.0010509075095239,6.442296893692160,20.909071445618700
آشتیان,8016,0.0,مرکزي,Markazi,بیمارستان قدس اراک,60.39,67.21,34.521944,50.006111,0.0005981274574563,0.00052720947145,3.8029662602089700,10.489467822291000
تفرش,10427,0.0,مرکزي,Markazi,بیمارستان قدس اراک,77.43,89.57,34.691944,50.013056,0.0004276151024828,0.0003856704058884,2.718828214330390,7.673377531420090
