County,Covered IHIO population,N of Centers ,Province,Province - en,Best_Nearest_Hospital,Travel_Time_Minutes,Travel_Distance_Km,Center lat (administrative),Center long (administrative),SPAI index,SPAI index_30,SPAI_Normalized,SPAI_Normalized_30
خمین,59396,0.0,مرکزي,Markazi,بیمارستان تخصصی و فوق تخصصی سینا اراک,49.27,69.2,33.6406148,50.0771125,0.0006744107958092,0.0007012094531093,4.287984893538270,13.95140716051010
خنداب,52800,0.0,مرکزي,Markazi,بیمارستان امیرالمومنین اراک,66.67,81.37,34.3919,49.1841,0.0005004360302586,0.0003628422997257,3.181832425082100,7.219184847098790
دلیجان,12093,0.0,مرکزي,Markazi,بیمارستان آیت اله یثربی کاشان,63.41,75.49,33.9869310835941,50.6884570796103,0.0015544001759194,0.0015940571503558,9.883063133439670,31.71568814870180
زرنديه,19166,0.0,مرکزي,Markazi,بیمارستان نور شهریار,69.43,85.57,35.3053,50.4978,0.0008309975936936,0.0009839928217289,5.283582573807010,19.577723086997900
ساوه,81634,0.0,مرکزي,Markazi,بیمارستان شهید بهشتی قم,59.63,76.6,35.024,50.3549,0.0006786600540936,0.0006327011021153,4.315002188405840,12.588350951877600
شازند,74575,0.0,مرکزي,Markazi,بیمارستان امیرالمومنین اراک,27.95,32.0,33.934290648881,49.403317260296,0.000877364968158,0.0009052052096371,5.578391913295450,18.01014859035790
فراهان,22848,0.0,مرکزي,Markazi,بیمارستان قدس اراک,56.09,61.28,34.5895,49.6095,0.0006427551084401,0.0006668191737076,4.086714228719800,13.267171104978700
كميجان,29955,0.0,مرکزي,Markazi,بیمارستان بعثت همدان,71.89,86.24,34.7243,49.3269,0.0003873844318075,0.0003774337334001,2.4630367750702700,7.509499005506750
محلات,14064,0.0,مرکزي,Markazi,بیمارستان تخصصی و فوق تخصصی سینا اراک,88.12,106.04,33.9085748,50.4552616,0.0006182035335222,0.0006353202172116,3.9306123646708800,12.640461403250900
ابوموسي,41,0.0,هرمزگان,Hormozagan,بیمارستان شهید محمدی بندرعباس,304.0,260.0,25.8797106,55.0328017,8.47278379255612E-10,8.48817427337543E-10,5.38709776460062E-06,1.68882457019071E-05
بستك,65762,0.0,هرمزگان,Hormozagan,بیمارستان امیرالمومنین علی (ع) گراش,117.72,138.33,27.199167,54.366667,4.30963129370347E-05,4.30963129370347E-05,0.2740115371662640,0.8574530851448900
بشاگرد,30298,0.0,هرمزگان,Hormozagan,بیمارستان امام رضا بندرعباس,354.31,311.28,26.4479,58.1893,7.19622992012803E-12,7.2084883747383E-12,4.57544941989302E-08,1.43421562229078E-07
بندرعباس,306423,2.0,هرمزگان,Hormozagan,بیمارستان شهید محمدی بندرعباس,3.13,2.09,27.1963,56.2884,0.0003263611235489,0.0003269348834256,2.0750432471009500,6.5047635245349200
بندرلنگه,91926,0.0,هرمزگان,Hormozagan,بیمارستان شهید محمدی بندرعباس,119.54,176.21,26.5672,54.8935,4.45697616248049E-05,4.46486903400252E-05,0.28337990100893000,0.8883395044877270
پارسيان,23759,0.0,هرمزگان,Hormozagan,بیمارستان امیرالمومنین علی (ع) گراش,180.75,207.33,27.2092,53.0409,3.16002936964107E-06,3.16002936964107E-06,0.02009184651900410,0.06287259274606460
جاسك,67913,0.0,هرمزگان,Hormozagan,بیمارستان امام رضا بندرعباس,282.5,331.05,25.643889,57.774444,4.28146056548352E-09,4.28880535493234E-09,2.72220408404075E-05,8.53309513618287E-05
حاجي اباد,44499,0.0,هرمزگان,Hormozagan,بیمارستان شهید محمدی بندرعباس,127.74,174.5,28.309167,55.901667,3.36148603117719E-05,3.3674416650307E-05,0.2137273218503690,0.6699931033414960
خمير,42910,0.0,هرمزگان,Hormozagan,بیمارستان شهید محمدی بندرعباس,59.38,85.63,26.952222,55.585,0.0001995212158878,0.0001998732088185,1.2685798699896800,3.976718374716350
رودان,100009,0.0,هرمزگان,Hormozagan,بیمارستان امام رضا بندرعباس,76.58,105.1,27.4416,57.1909,0.0001384746598376,0.0001387165419937,0.8804385297673480,2.759932782809260
سيريك,40337,0.0,هرمزگان,Hormozagan,بیمارستان امام رضا بندرعباس,148.88,183.62,26.5165,57.1018,1.3816893057701E-05,1.38408862066633E-05,0.08784946663845680,0.27538111198473500
قشم,114122,0.0,هرمزگان,Hormozagan,بیمارستان امام رضا بندرعباس,97.0,32.2,26.9547,56.268,8.24438618996116E-05,8.25873358757442E-05,0.5241879824392740,1.6431745807122100
ميناب,218109,0.0,هرمزگان,Hormozagan,بیمارستان امام رضا بندرعباس,75.36,105.21,27.146667,57.08,0.0001421849163885,0.0001424333032327,0.9040287868336240,2.833882227064120
اسداباد,72411,0.0,همدان,Hamedan,بیمارستان بوعلی همدان,42.67,52.81,34.7829395038556,48.121495929376,0.0006370558350541,0.0006089933148779,4.05047756356679,12.116655952392000
بهار,96052,0.0,همدان,Hamedan,بیمارستان بوعلی همدان,17.3,18.55,34.9086792996595,48.4396979136981,0.000796110470666,0.000762921889216,5.06176605270304,15.179250452088400
تويسركان,72419,0.0,همدان,Hamedan,بیمارستان بعثت همدان,63.92,88.56,34.548056,48.446944,0.0004561989222258,0.0004143074511572,2.9005675755909700,8.243146060134880
درگزین,29501,0.0,همدان,Hamedan,بیمارستان بعثت همدان,68.07,94.48,35.3615852999767,49.0760403710268,0.0004374004056606,0.0004202258225451,2.7810443479774700,8.36089919166152
رزن,65483,0.0,همدان,Hamedan,بیمارستان بعثت همدان,62.8,89.37,35.386667,49.033889,0.0004815435673514,0.0004626025269516,3.061711875335260,9.20403479782613
فامنين,33817,0.0,همدان,Hamedan,بیمارستان بعثت همدان,49.62,68.28,35.114,48.9726,0.0005921056037672,0.0005687136875367,3.7646785907196700,11.315244221818700
كبودرآهنگ,114623,0.0,همدان,Hamedan,بیمارستان بعثت همدان,45.68,61.45,35.208333,48.723889,0.0006239710382375,0.0005992880878942,3.967282852815940,11.923558764904900
ملاير,189735,0.0,همدان,Hamedan,بیمارستان امام خمینی بروجرد,46.47,57.63,34.296944,48.823611,0.0004128668279381,0.0004455092802968,2.625056912259890,8.86394405501213
نهاوند,143537,0.0,همدان,Hamedan,بیمارستان امام خمینی بروجرد,46.82,59.11,34.1883,48.3689,0.0002027643846185,0.0002114574616855,1.2892003265583700,4.207201046735650
همدان,381157,3.0,همدان,Hamedan,بیمارستان قلب فرشچیان همدان,2.82,2.27,34.7983,48.5148,0.0008338524921956,0.0008002601579331,5.3017343615975300,15.922140307938100
ابركوه,22520,0.0,يزد,Yazd,بیمارستان امام خمینی آباده,52.6,70.71,31.1304036,53.2503736,0.000525347051408,0.0005187714305441,3.3402196914707900,10.321582829022300
اردكان,19372,0.0,يزد,Yazd,بیمارستان افشار یزد,50.0,57.24,32.3092557626799,54.0086600854117,0.0017412684027525,0.0017010489779214,11.071193778325300,33.84441950364270
اشكذر,8409,0.0,يزد,Yazd,بیمارستان افشار یزد,20.41,18.08,32.0002,54.2075,0.0024426433959416,0.0023820916211759,15.530620279485900,47.39458367724600
بافق,7134,0.0,يزد,Yazd,بیمارستان شهید صدوقی یزد,72.01,110.62,31.605,55.4052,0.0012069240982502,0.0011674943834133,7.6737684703498,23.22870781102940
بهاباد,3706,0.0,يزد,Yazd,بیمارستان شهید صدوقی یزد,138.36,192.34,31.8734,56.0199,0.000166375281873,0.0001601464785518,1.0578340378931700,3.186307197786450
تفت,15323,0.0,يزد,Yazd,بیمارستان شهید صدوقی یزد,76.84,89.61,31.4556,53.9107,0.0011247567210856,0.0010090342021636,7.151338411084930,20.075951530377600
خاتم,14229,0.0,يزد,Yazd,بیمارستان علی ابن ابیطالب رفسنجان,150.1,211.76,30.6106,54.2593,4.21709414784765E-05,4.82157123621255E-05,0.2681279142173640,0.959309706558106
مروست,7427,0.0,يزد,Yazd,بیمارستان شهید صدوقی یزد,135.45,170.43,30.4762,54.2095,0.0001835840510027,0.0001629096658028,1.1672494602486300,3.2412841383118400
مهريز,19947,0.0,يزد,Yazd,بیمارستان شهید صدوقی یزد,26.56,32.46,31.5778,54.4452,0.002334608497158,0.002265898057479,14.843721408890000,45.08277269212880
ميبد,24773,0.0,يزد,Yazd,بیمارستان افشار یزد,45.49,51.49,32.2487226,54.0079341,0.0018618669152086,0.0018183850545833,11.837973614603700,36.178962161144300
يزد,180577,3.0,يزد,Yazd,بیمارستان سیدالشهدا یزد,3.42,2.84,31.8882678,54.3642391,0.0026584518591233,0.0025904919600038,16.90275642524630,51.54095958031460
Grand Total,44906460,,,,,,,,,,,,
